,0
523,children_playing
524,children_playing
525,children_playing
526,children_playing
527,children_playing
528,dog_bark
529,dog_bark
530,dog_bark
531,engine_idling
532,engine_idling
533,engine_idling
534,engine_idling
535,engine_idling
536,engine_idling
537,engine_idling
538,engine_idling
539,engine_idling
540,engine_idling
541,engine_idling
542,engine_idling
543,engine_idling
544,engine_idling
545,engine_idling
546,engine_idling
547,engine_idling
548,engine_idling
549,engine_idling
550,engine_idling
551,engine_idling
552,engine_idling
553,engine_idling
554,engine_idling
555,engine_idling
556,engine_idling
557,engine_idling
558,street_music
559,street_music
560,street_music
561,street_music
562,street_music
563,street_music
564,street_music
565,gun_shot
566,dog_bark
567,dog_bark
568,dog_bark
569,dog_bark
570,dog_bark
571,dog_bark
572,dog_bark
573,dog_bark
574,dog_bark
575,dog_bark
576,dog_bark
577,street_music
578,street_music
579,street_music
580,street_music
581,street_music
582,street_music
583,street_music
584,car_horn
585,car_horn
586,car_horn
587,dog_bark
588,dog_bark
589,dog_bark
590,dog_bark
591,air_conditioner
592,air_conditioner
593,street_music
594,street_music
595,street_music
596,street_music
597,street_music
598,street_music
599,dog_bark
600,dog_bark
601,dog_bark
602,engine_idling
603,engine_idling
604,engine_idling
605,engine_idling
606,engine_idling
607,engine_idling
608,engine_idling
609,engine_idling
610,engine_idling
611,engine_idling
612,engine_idling
613,engine_idling
614,dog_bark
615,dog_bark
616,siren
617,siren
618,siren
619,siren
620,siren
621,engine_idling
622,engine_idling
623,engine_idling
624,engine_idling
625,children_playing
626,children_playing
627,children_playing
628,children_playing
629,children_playing
630,children_playing
631,children_playing
632,drilling
633,drilling
634,engine_idling
635,dog_bark
636,dog_bark
637,drilling
638,drilling
639,drilling
640,drilling
641,drilling
642,drilling
643,drilling
644,drilling
645,drilling
646,drilling
647,drilling
648,drilling
649,drilling
650,drilling
651,drilling
652,drilling
653,drilling
654,drilling
655,drilling
656,drilling
657,drilling
658,siren
659,siren
660,siren
661,siren
662,siren
663,siren
664,siren
665,siren
666,siren
667,siren
668,siren
669,siren
670,siren
671,dog_bark
672,dog_bark
673,drilling
674,drilling
675,drilling
676,drilling
677,drilling
678,drilling
679,children_playing
680,children_playing
681,children_playing
682,children_playing
683,children_playing
684,children_playing
685,children_playing
686,children_playing
687,street_music
688,street_music
689,street_music
690,street_music
691,street_music
692,street_music
693,street_music
694,siren
695,siren
696,siren
697,dog_bark
698,dog_bark
699,dog_bark
700,dog_bark
701,children_playing
702,children_playing
703,children_playing
704,children_playing
705,children_playing
706,children_playing
707,children_playing
708,children_playing
709,dog_bark
710,dog_bark
711,dog_bark
712,children_playing
713,children_playing
714,children_playing
715,children_playing
716,children_playing
717,children_playing
718,children_playing
719,gun_shot
720,gun_shot
721,gun_shot
722,gun_shot
723,drilling
724,drilling
725,drilling
726,drilling
727,drilling
728,drilling
729,drilling
730,drilling
731,drilling
732,drilling
733,street_music
734,street_music
735,street_music
736,street_music
737,street_music
738,street_music
739,dog_bark
740,dog_bark
741,dog_bark
742,dog_bark
743,street_music
744,street_music
745,street_music
746,street_music
747,street_music
748,street_music
749,drilling
750,drilling
751,drilling
752,drilling
753,drilling
754,drilling
755,drilling
756,dog_bark
757,jackhammer
758,jackhammer
759,jackhammer
760,jackhammer
761,jackhammer
762,jackhammer
763,jackhammer
764,jackhammer
765,jackhammer
766,jackhammer
767,jackhammer
768,jackhammer
769,jackhammer
770,jackhammer
771,jackhammer
772,street_music
773,street_music
774,street_music
775,street_music
776,street_music
777,street_music
778,street_music
779,children_playing
780,children_playing
781,children_playing
782,children_playing
783,children_playing
784,children_playing
785,children_playing
786,dog_bark
787,dog_bark
788,dog_bark
789,dog_bark
790,dog_bark
791,dog_bark
792,dog_bark
793,dog_bark
794,car_horn
795,car_horn
796,children_playing
797,children_playing
798,children_playing
799,children_playing
800,children_playing
801,children_playing
802,children_playing
803,children_playing
804,dog_bark
805,dog_bark
806,dog_bark
807,dog_bark
808,dog_bark
809,drilling
810,drilling
811,drilling
812,dog_bark
813,dog_bark
814,street_music
815,street_music
816,street_music
817,street_music
818,street_music
819,street_music
820,car_horn
821,car_horn
822,jackhammer
823,jackhammer
824,jackhammer
825,jackhammer
826,jackhammer
827,jackhammer
828,siren
829,car_horn
830,car_horn
831,car_horn
832,car_horn
833,car_horn
834,car_horn
835,car_horn
836,car_horn
837,car_horn
